data created:, 14-Jun-2022
monthly global mean of baseline data from AGAGE GCMS-Medusa data
CREDIT FOR USE: This is a formal notification for data users. 
For scientific purposes access to these data is unlimited and 
provided without charge. By their use you accept that an offer 
of co-authorship will be made through personal contact with the
data providers or owners whenever substantial use is made of 
their data. In all cases an acknowledgement must be made to the
data providers or owners and the data centre when these data are
used within a publication.
CONTACT POINT:  raywang@eas.gatech.edu, rprinn@mit.edu, rfweiss@ucsd.edu
You can use the following format in Fortran to read data in different columns, (F9.3, I4, I6, 60(f13.3,f9.3))
   scale: ---   ---       SIO-07      ---       SIO-07      ---       SIO-14      ---       SIO-05      ---       SIO-07      ---       SIO-05      ---       SIO-14      ---       SIO-14      ---       SIO-14      ---       SIO-14      ---       SIO-14      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---       SIO-14      ---       SIO-05      ---       SIO-05      ---       SIO-14      ---    NOAA2003B      ---       SIO-98      ---       SIO-05      ---       SIO-05      ---       SIO-07      ---       SIO-12      ---       SIO-05      ---       SIO-07      ---       SIO-07      ---   METAS-2017      ---       SIO-05      ---       SIO-05      ---       SIO-05      ---
    unit: ---   ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---          ppt      ---
     time  MM  YYYY       HFC-23      ---       HFC-32      ---      HFC-125      ---     HFC-134a      ---     HFC-143a      ---     HFC-152a      ---    HFC-227ea      ---    HFC-236fa      ---    HFC-245fa      ---   HFC-365mfc      ---   HFC4310mee      ---      HCFC-22      ---    HCFC-141b      ---    HCFC-142b      ---       H-1211      ---       H-1301      ---       H-2402      ---        CH3Br      ---        CH3Cl      ---       CH2Cl2      ---     CCl2CCl2      ---        CHCl3      ---      CH3CCl3      ---          SF6      ---        SO2F2      ---          NF3      ---       PFC-14      ---      PFC-116      ---      PFC-218      ---       CFC-13      ---      CFC-113      ---      CFC-114      ---      CFC-115      ---
 2004.042   1  2004        0.000    0.000        0.642    0.113        3.159    0.238       28.151    2.373        4.587    0.322        2.918    0.852        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      160.539    5.414       17.190    1.034       14.907    0.559        4.331    0.096        3.051    0.041        0.485    0.006        8.198    0.622      536.105   14.714       17.280    6.929        2.187    1.319        6.513    1.462       23.586    0.273        5.268    0.114        0.000    0.000        0.000    0.000        0.000    0.000        3.532    0.063        0.393    0.015        2.915    0.010       79.706    0.046       16.597    0.024        8.335    0.017
 2004.125   2  2004        0.000    0.000        0.675    0.120        3.165    0.237       28.124    2.308        4.604    0.322        2.893    0.853        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      160.705    5.587       17.197    1.025       14.889    0.553        4.331    0.098        3.062    0.045        0.484    0.007        8.289    0.707      537.562   20.017       17.629    7.318        2.246    1.382        6.560    1.560       23.400    0.294        5.286    0.118        0.000    0.000        0.000    0.000        0.000    0.000        3.547    0.065        0.399    0.016        2.910    0.007       79.626    0.054       16.591    0.028        8.335    0.017
 2004.208   3  2004        0.000    0.000        0.712    0.131        3.199    0.255       28.436    2.258        4.656    0.302        2.987    0.891        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      161.286    5.672       17.318    1.030       14.943    0.540        4.342    0.098        3.062    0.056        0.485    0.007        8.341    0.726      542.921   21.974       18.601    7.819        2.318    1.407        6.524    1.536       23.094    0.429        5.311    0.117        0.000    0.000        0.000    0.000        0.000    0.000        3.559    0.069        0.400    0.016        2.901    0.007       79.589    0.079       16.605    0.038        8.344    0.014
 2004.292   4  2004        0.000    0.000        0.727    0.126        3.261    0.276       28.846    2.233        4.731    0.322        3.053    0.885        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      161.655    5.572       17.350    0.979       14.992    0.558        4.346    0.092        3.065    0.054        0.484    0.008        8.484    0.744      548.158   17.199       18.755    7.456        2.200    1.246        6.622    1.349       22.733    0.409        5.331    0.108        0.000    0.000        0.000    0.000        0.000    0.000        3.557    0.066        0.400    0.018        2.917    0.008       79.540    0.071       16.602    0.024        8.332    0.008
 2004.375   5  2004        0.000    0.000        0.769    0.124        3.307    0.276       29.405    2.255        4.806    0.335        3.160    0.875        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      162.413    5.458       17.456    0.949       15.102    0.593        4.353    0.098        3.080    0.054        0.483    0.010        8.472    0.850      548.558   11.224       18.862    7.000        2.038    1.041        6.705    1.116       22.447    0.396        5.360    0.107        0.000    0.000        0.000    0.000        0.000    0.000        3.558    0.064        0.396    0.018        2.919    0.008       79.464    0.060       16.595    0.027        8.317    0.010
 2004.458   6  2004        0.000    0.000        0.782    0.124        3.346    0.267       29.877    2.297        4.878    0.318        3.092    0.763        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      163.087    5.274       17.476    0.872       15.121    0.565        4.350    0.086        3.059    0.040        0.483    0.008        7.851    0.457      539.367    4.332       17.487    5.498        1.582    0.617        6.727    0.806       21.976    0.220        5.380    0.107        0.000    0.000        0.000    0.000        0.000    0.000        3.564    0.063        0.397    0.016        2.929    0.011       79.316    0.030       16.588    0.022        8.334    0.009
 2004.542   7  2004        0.000    0.000        0.825    0.135        3.394    0.271       30.172    2.238        4.918    0.300        3.063    0.694        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      163.579    5.069       17.504    0.802       15.169    0.551        4.356    0.083        3.048    0.027        0.483    0.008        7.730    0.441      528.299   14.586       16.336    4.196        1.437    0.443        6.930    0.761       21.576    0.142        5.398    0.097        0.000    0.000        0.000    0.000        0.000    0.000        3.576    0.057        0.401    0.016        2.932    0.015       79.347    0.049       16.607    0.029        8.352    0.012
 2004.625   8  2004        0.000    0.000        0.877    0.150        3.482    0.298       30.798    2.332        5.004    0.300        3.079    0.661        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      164.486    5.095       17.563    0.737       15.298    0.575        4.362    0.074        3.061    0.038        0.483    0.006        7.966    0.566      522.056   21.018       15.802    3.467        1.380    0.348        7.276    0.861       21.171    0.145        5.424    0.097        0.000    0.000        0.000    0.000        0.000    0.000        3.586    0.050        0.410    0.020        2.914    0.015       79.161    0.029       16.590    0.015        8.351    0.010
 2004.708   9  2004        0.000    0.000        0.895    0.141        3.523    0.285       31.257    2.330        5.028    0.276        3.068    0.636        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      164.747    4.890       17.544    0.667       15.342    0.539        4.348    0.059        3.059    0.035        0.484    0.004        8.028    0.581      519.348   22.292       15.190    3.062        1.329    0.344        7.049    0.702       20.781    0.184        5.427    0.094        0.000    0.000        0.000    0.000        0.000    0.000        3.591    0.036        0.414    0.017        2.911    0.017       79.008    0.024       16.585    0.015        8.343    0.013
 2004.792  10  2004        0.000    0.000        0.937    0.173        3.607    0.302       31.798    2.454        5.141    0.337        3.193    0.711        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      165.677    5.353       17.652    0.737       15.459    0.585        4.365    0.068        3.054    0.030        0.484    0.007        8.144    0.632      523.420   19.110       16.157    3.982        1.613    0.615        7.500    1.116       20.608    0.204        5.434    0.090        0.000    0.000        0.000    0.000        0.000    0.000        3.609    0.043        0.417    0.018        2.938    0.017       79.051    0.027       16.579    0.018        8.349    0.012
 2004.875  11  2004        0.000    0.000        0.951    0.179        3.636    0.307       32.097    2.507        5.189    0.338        3.275    0.803        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      165.821    5.442       17.586    0.715       15.434    0.572        4.355    0.064        3.069    0.032        0.482    0.007        8.270    0.748      534.498    5.823       16.604    4.847        1.789    0.842        7.080    1.066       20.210    0.194        5.455    0.093        1.311    0.052        0.000    0.000        0.000    0.000        3.610    0.043        0.420    0.020        2.939    0.013       78.980    0.037       16.572    0.021        8.355    0.016
 2004.958  12  2004        0.000    0.000        0.984    0.190        3.677    0.315       32.404    2.517        5.254    0.348        3.338    0.902        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      166.046    5.740       17.582    0.733       15.454    0.586        4.356    0.070        3.086    0.026        0.482    0.006        8.523    0.877      535.362    6.300       16.895    5.775        1.916    1.049        6.761    1.226       19.861    0.116        5.480    0.100        1.315    0.055        0.000    0.000        0.000    0.000        3.625    0.048        0.421    0.022        2.934    0.013       78.950    0.023       16.565    0.022        8.373    0.011
 2005.042   1  2005        0.000    0.000        0.977    0.178        3.707    0.317       32.469    2.496        5.303    0.345        3.309    0.932        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      165.717    5.571       17.511    0.711       15.360    0.517        4.354    0.071        3.069    0.025        0.481    0.008        8.595    0.895      538.232   15.359       16.897    6.340        1.971    1.158        6.736    1.518       19.526    0.138        5.483    0.094        1.320    0.055        0.000    0.000        0.000    0.000        3.619    0.037        0.411    0.014        2.949    0.018       79.075    0.143       16.562    0.025        8.359    0.009
 2005.125   2  2005        0.000    0.000        1.013    0.203        3.762    0.330       32.611    2.461        5.368    0.348        3.316    0.955        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      165.841    5.724       17.522    0.733       15.356    0.510        4.355    0.073        3.078    0.033        0.480    0.008        8.635    0.918      544.750   24.311       17.384    6.915        1.999    1.213        6.460    1.515       19.222    0.157        5.498    0.095        1.322    0.053        0.000    0.000        0.000    0.000        3.633    0.043        0.414    0.015        2.964    0.015       78.938    0.145       16.555    0.031        8.347    0.010
 2005.208   3  2005        0.000    0.000        1.056    0.198        3.836    0.329       32.951    2.320        5.411    0.342        3.442    0.996        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      166.247    5.635       17.544    0.724       15.468    0.539        4.369    0.072        3.090    0.036        0.479    0.008        8.246    0.637      547.602   24.209       18.130    7.290        2.095    1.247        6.538    1.569       19.054    0.328        5.514    0.091        1.321    0.049        0.000    0.000        0.000    0.000        3.644    0.046        0.418    0.012        2.955    0.012       78.857    0.139       16.556    0.026        8.352    0.008
 2005.292   4  2005        0.000    0.000        1.108    0.197        3.911    0.332       33.463    2.313        5.509    0.349        3.546    1.006        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000        0.000    0.000      167.005    5.584       17.657    0.731       15.552    0.552        4.377    0.073        3.085    0.040        0.480    0.009        8.270    0.671      553.768   19.873       19.354    7.708        2.138    1.214        6.844    1.473       18.860    0.414        5.547    0.091        1.325    0.048        0.000    0.000        0.000    0.000        3.658    0.048        0.424    0.011        2.955    0.016       78.796    0.153       16.541    0.025        8.355    0.007
 2005.375   5  2005        0.000    0.000        1.189    0.219        4.056    0.394       33.796    2.264        5.578    0.343        3.585    0.984        0.000    0.000        0.000    0.000        0.000    0.000        0.215    0.058        0.000    0.000      167.913    5.478       17.711    0.705       15.624    0.555        4.371    0.080        3.107    0.030        0.481    0.008        8.167    0.725      551.174   12.156       18.848    6.918        1.751    0.871        7.007    1.354       18.516    0.285        5.579    0.098        1.341    0.048        0.000    0.000        0.000    0.000        3.675    0.058        0.427    0.014        2.947    0.018       78.693    0.141       16.540    0.024        8.343    0.007
 2005.458   6  2005        0.000    0.000        1.225    0.213        4.055    0.337       34.233    2.201        5.649    0.327        3.613    0.942        0.000    0.000        0.000    0.000        0.000    0.000        0.224    0.060        0.000    0.000      168.532    5.321       17.710    0.642       15.690    0.560        4.371    0.069        3.120    0.023        0.481    0.006        8.105    0.630      549.585    3.469       17.793    5.635        1.495    0.587        7.145    1.173       18.241    0.204        5.599    0.091        1.349    0.051        0.000    0.000        0.000    0.000        3.672    0.054        0.431    0.014        2.929    0.026       78.628    0.108       16.535    0.019        8.346    0.008
 2005.542   7  2005        0.000    0.000        1.258    0.225        4.064    0.315       34.761    2.369        5.722    0.342        3.636    0.908        0.000    0.000        0.000    0.000        0.000    0.000        0.224    0.055        0.000    0.000      169.341    5.582       17.726    0.645       15.764    0.579        4.371    0.067        3.124    0.025        0.481    0.006        7.866    0.586      538.779   13.430       17.004    4.564        1.344    0.403        7.361    1.042       17.988    0.133        5.621    0.097        1.356    0.054        0.000    0.000        0.000    0.000        3.676    0.059        0.435    0.015        2.930    0.026       78.524    0.082       16.520    0.021        8.339    0.014
 2005.625   8  2005        0.000    0.000        1.279    0.217        4.107    0.311       35.202    2.445        5.780    0.349        3.618    0.838        0.000    0.000        0.000    0.000        0.000    0.000        0.222    0.048        0.000    0.000      169.899    5.539       17.750    0.592       15.846    0.580        4.371    0.057        3.126    0.023        0.481    0.006        7.705    0.531      527.040   19.685       16.121    3.627        1.244    0.292        7.510    1.047       17.688    0.096        5.632    0.092        1.358    0.048        0.000    0.000        0.000    0.000        3.678    0.050        0.435    0.013        2.930    0.026       78.459    0.053       16.523    0.019        8.337    0.009
 2005.708   9  2005        0.000    0.000        1.285    0.215        4.152    0.319       35.652    2.502        5.862    0.363        3.669    0.825        0.000    0.000        0.000    0.000        0.000    0.000        0.235    0.051        0.000    0.000      170.683    5.754       17.795    0.571       15.925    0.605        4.380    0.052        3.128    0.021        0.482    0.006        7.880    0.529      526.167   19.980       15.937    3.427        1.269    0.330        7.691    1.150       17.438    0.129        5.652    0.093        1.361    0.050        0.000    0.000        0.000    0.000        3.680    0.049        0.439    0.012        2.932    0.024       78.431    0.026       16.523    0.010        8.333    0.010
 2005.792  10  2005        0.000    0.000        1.295    0.200        4.214    0.307       35.942    2.429        5.928    0.355        3.687    0.826        0.000    0.000        0.000    0.000        0.000    0.000        0.250    0.060        0.000    0.000      170.882    5.564       17.794    0.568       16.001    0.614        4.378    0.048        3.122    0.016        0.482    0.006        8.053    0.562      533.797   12.243       16.293    3.927        1.389    0.488        7.692    1.260       17.137    0.113        5.673    0.092        1.369    0.048        0.000    0.000        0.000    0.000        3.675    0.044        0.442    0.012        2.935    0.026       78.367    0.027       16.516    0.015        8.335    0.012
 2005.875  11  2005        0.000    0.000        1.344    0.205        4.325    0.312       36.460    2.594        6.028    0.359        3.881    0.962        0.000    0.000        0.000    0.000        0.000    0.000        0.267    0.058        0.000    0.000      171.737    6.013       17.889    0.636       16.111    0.657        4.380    0.057        3.130    0.015        0.481    0.006        8.270    0.490      538.851    7.252       17.834    5.425        1.713    0.823        7.601    1.487       16.924    0.075        5.698    0.101        1.380    0.050        0.000    0.000        0.000    0.000        3.691    0.039        0.441    0.013        2.963    0.030       78.383    0.020       16.534    0.024        8.373    0.008
