YYYY,CO2,CH4,N2O,HFC-134a,HFC-23,HFC-32,HFC-125,HFC-143a,HFC-152a,HFC-227ea,HFC-236fa,HFC-245fa,HFC-365mfc,HFC-43-10mee,NF3,SF6,SO2F2,CF4,C2F6,C3F8,c-C4F8,CFC-12,CFC-11,CFC-113,CFC-114,CFC-115,CFC-13,HCFC-22,HCFC-141b,HCFC-142b,CH3CCl3,CCl4,CH3Cl,CH3Br,CH2Cl2,CHCl3,Halon-1211,Halon-1301,Halon-2402,n-C4F10,n-C5F12,n-C6F14,i-C6F14,C7F16,C8F18,CFC-112,CFC-112a,CFC-113a,CFC-114a,HCFC-133a,HCFC-31,HCFC-124
1750,278.3,729.2,270.1,0.0,0.0,0.0002183888945183,0.0,0.0,0.0,3.9529038221e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.1002043139e-05,34.0499999968418,1.2887821641e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1850,285.5,807.6,272.1,0.0,0.0,0.0002183888945183,0.0,0.0,0.0,3.9529038221e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.1002043139e-05,34.0499999968418,1.2887821641e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1851,285.621911846454,807.768974281425,272.181132098858,0.0,0.0,0.0002209283002685,0.0,0.0,0.0,3.99886782e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.12491259994e-05,34.0499999968418,1.03102573128e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1852,285.759838097206,808.5228484651939,272.262214148888,0.0,0.0,0.0002234677060187,0.0,0.0,0.0,4.0448318179e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.14962088599e-05,34.0499999968417,2.06673598077e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1853,285.883756779597,809.7686049731809,272.365268855168,0.0,0.0,0.000226007111769,0.0,0.0,0.0,4.0907958159e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.17432917203e-05,34.0499999968415,3.10744549386e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1854,285.989700608473,811.1015196842941,272.471344801683,0.0,0.0,0.0002285465175192,0.0,0.0,0.0,4.1367598138e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.19903745808e-05,34.0499999968413,4.15132507514e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1855,286.0756249061,812.7062849813431,272.585446871244,0.0,0.0,0.0002310859232694,0.0,0.0,0.0,4.1827238117e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.22374574413e-05,34.0499999968412,5.20028595643e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1856,286.174549692007,814.1752470557369,272.700494985727,0.0,0.0,0.0002336253290196,0.0,0.0,0.0,4.2286878097e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.24845403017e-05,34.049999996841,6.25495738772e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1857,286.320471548227,815.83610366138,272.804587289663,0.0,0.0,0.0002361647347698,0.0,0.0,0.0,4.2746518076e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.27316231622e-05,34.0499999968408,7.31596961901e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1858,286.476372652494,817.743908509212,272.892657865084,0.0,0.0,0.00023870414052,0.0,0.0,0.0,4.3206158055e-06,0.0,0.0,0.0,0.0,0.0,0.0,2.29787060226e-05,34.0499999968406,8.38395085029e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0250004286778735,457.0,5.2999978176457105,6.91276128022014,4.8,0.0044465725806451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
