,BC,OC,SO2,NOx,CO,NMVOC,NH3
1750,2.1176133193330333,15.999935331863215,2.347381996800807,19.4124190695212,348.39974765336797,60.84774433478411,6.746763576623307
1751,2.0932549703126613,15.74262263686259,2.3132521506116097,19.193013912169956,343.7982211458755,59.91685303114947,6.678383766290759
1752,2.085126884411495,15.590011874112351,2.3002837403071266,19.195734368941785,341.68033838691076,59.463533636741005,6.636892188455728
1753,2.0932511788475607,15.739703498548193,2.3124265897349137,19.11195668897667,343.54622567389606,59.86069464878368,6.6980177707792965
1754,2.121135488250463,16.117545144407682,2.3622318076902125,19.260409583451636,349.6858451575939,61.107100281683536,6.830938030059187
1755,2.1214435522318196,15.918560122744983,2.3421336443563505,19.45813752466936,348.01433834300207,60.66489869117045,6.758907910167821
1756,2.091641143409433,15.757712777231792,2.3161006689729753,18.921101062721117,343.18972898378655,59.78981762083738,6.736797013272647
1757,2.1711332775705863,16.268344279876008,2.402820953492338,20.020113265779294,355.8079151482674,62.109491106988855,6.860930641954219
1758,2.144304467534505,16.079717550408024,2.378073137144057,19.783998489097126,351.7052174502065,61.2832203559689,6.807887834228211
1759,2.14144353726278,16.140691927447214,2.3691453114601035,19.43596944808619,351.3726765807962,61.29668076559871,6.857558441854195
1760,2.152463016185303,16.38730685638,2.3945648464158755,19.374578209533496,354.282659198327,61.9059510834777,6.938820971934732
1761,2.1629647700679535,16.261840756719874,2.404188891005965,19.763319753626018,354.5679539272907,61.84146284967218,6.890814800610372
1762,2.1275471663606313,16.09759108274525,2.362708024485863,19.047029521049843,349.10910224380825,60.88701748940285,6.881471115846539
1763,2.133419526599858,16.100140626197636,2.3745028337895873,19.250923908851444,349.9181588846341,60.98968693278398,6.875985740258649
1764,2.0985291407746915,15.53379094434121,2.3100251515873707,19.164298201423037,341.90285350318595,59.30367033151481,6.705828863997958
1765,2.1511695157778004,16.256721345604166,2.392487398638707,19.411548552093358,352.79038743538877,61.49746352816064,6.918546007865356
1766,2.1385612977638573,15.937248282100716,2.372707397736055,19.444258994736032,349.23260313080766,60.729903794034065,6.841533539942506
